Symbol,Name,marketCap
RVP,Retractable Technologies Inc,155653424.0
PCYO,Pure Cycle Corp,284394528.0
KFRC,Kforce Inc,1536536448.0
RMNI,Rimini Street Inc,419905696.0
TPG,TPG Inc Class A,
NDLS,Noodles & Co Class A,423998560.0
NGMS,NeoGames SA,609689536.0
SCL,Stepan Co,2426734592.0
VERU,Veru Inc,485780256.0
RUTH,Ruth's Hospitality Group Inc,794772480.0
UEC,Uranium Energy Corp,815124672.0
MODN,Model N Inc,923908480.0
CURV,Torrid Holdings Inc,978717888.0
TCX,Tucows Inc,821836224.0
HURN,Huron Consulting Group Inc,972703104.0
IAS,Integral Ad Science Holding Corp,2931036672.0
DSEY,Diversey Holdings Ltd,3279062272.0
CRAI,CRA International Inc,656850944.0
BOOM,DMC Global Inc,697020160.0
IEA,Infrastructure and Energy Alternatives Inc,489822720.0
IOSP,Innospec Inc,2265588992.0
DENN,Denny's Corp,1043335168.0
DMRC,Digimarc Corp,500328768.0
BYRN,Byrna Technologies Inc,199065184.0
FC,Franklin Covey Co,656985216.0
ATEX,Anterix Inc,1000968832.0
FWRG,First Watch Restaurant Group Inc,950088768.0
ATOM,Atomera Inc,377010624.0
AWH,Aspira Women's Health Inc,119975896.0
GATO,Gatos Silver Inc,243353424.0
AOUT,American Outdoor Brands Inc,241852528.0
EWCZ,European Wax Center Inc Class A,869853056.0
EBET,Esports Technologies Inc,160707088.0
AMSWA,American Software Inc Class A,709148416.0
HCKT,Hackett Group Inc,560391296.0
INST,Instructure Holdings Inc,3283112960.0
CRXT,Clarus Therapeutics Holdings Inc,29551734.0
CNTY,Century Casinos Inc,326947392.0
NMTR,9 Meters Biopharma Inc,178967600.0
CNVY,Convey Health Solutions Holdings Inc,457463744.0
CRGY,Crescent Energy Co Class A,602094464.0
CTT,CatchMark Timber Trust Inc Class A,389151680.0
ANIP,ANI Pharmaceuticals Inc,649955520.0
POWWP,AMMO 8 75 Cumulative Redeemable Perpetual Prf Shs Series A,
ROAD,Construction Partners Inc Class A,1389907840.0
HLTH,Cue Health Inc,1536811520.0
CHEF,Chefs' Warehouse Inc,1258513152.0
FLMN,Falcon Minerals Corp Class A,254608080.0
SEEL,Seelos Therapeutics Inc,116044504.0
TG,Tredegar Corp,388036448.0
ATCX,Atlas Technical Consultants Inc Class A,336161984.0
FTHM,Fathom Holdings Inc,225613072.0
PRTK,Paratek Pharmaceuticals Inc,188208368.0
URG,Ur-Energy Inc,265053536.0
SFST,Southern First Bancshares Inc,447343360.0
ULH,Universal Logistics Holdings Inc,484012608.0
XPRO,Expro Group Holdings NV,1560230144.0
CLPR,Clipper Realty Inc,142641216.0
FNCH,Finch Therapeutics Group Inc,395972352.0
SOPA,Society Pass Inc,69441008.0
GTBP,GT Biopharma Inc,81349184.0
FHTX,Foghorn Therapeutics Inc.,515306208.0
FORA,Forian Inc,248441200.0
AVTX,Avalo Therapeutics Inc,96930432.0
FBRX,Forte Biosciences Inc,22039850.0
CSSEP,Chicken Soup for the Soul Entertainment 9 75 Cumulative Redeemable Perpetual,86352400.0
USFD,US Foods Holding Corp,8296737280.0
AUR,Aurora Innovation Inc Class A,5709818368.0
FSBC,Five Star Bancorp,526876032.0
OTLK,Outlook Therapeutics Inc,298267136.0
USLM,United States Lime & Minerals Inc,667077056.0
AURA,Aura Biosciences Inc,542146880.0
SMLR,Semler Scientific Inc,509734080.0
ATER,Aterian Inc,
TYRA,Tyra Biosciences Inc,500966816.0
OEC,Orion Engineered Carbons SA,1176892288.0
CELC,Celcuity Inc,164257088.0
REVG,REV Group Inc,883635392.0
RYI,Ryerson Holding Corp,881530816.0
DMS,Digital Media Solutions Inc Class A,274794720.0
BFST,Business First Bancshares Inc,546897152.0
RFL,Rafael Holdings Inc Class B,76590000.0
RBB,RBB Bancorp,506840896.0
STRL,Sterling Construction Company Inc,839935552.0
DRVN,Driven Brands Holdings Inc,4969512448.0
DFH,Dream Finders Homes Inc Class A,1690367872.0
PLOW,Douglas Dynamics Inc,830763200.0
DRRX,DURECT Corp,159436208.0
REPX,Riley Exploration Permian Inc,473707520.0
RPHM,Reneo Pharmaceuticals Inc,123340696.0
CDRE,Cadre Holdings Inc,802852416.0
RRGB,Red Robin Gourmet Burgers Inc,254602448.0
RGS,Regis Corp,76221600.0
PZN,Pzena Investment Management Inc Class A,645934976.0
PYXS,Pyxis Oncology Inc,239831760.0
THRX,Theseus Pharmaceuticals Inc,433469120.0
UUUU,Energy Fuels Inc,1037579648.0
PPTA,Perpetua Resources Corp,219665488.0
TRDA,Entrada Therapeutics Inc,366127296.0
CCRD,CoreCard Corp,294949344.0
CRMD,CorMedix Inc,151203008.0
PLSE,Pulse Biosciences Inc,189936624.0
BRLT,Brilliant Earth Group Inc Class A,112412456.0
TARS,Tarsus Pharmaceuticals Inc,319459648.0
TH,Target Hospitality Corp,303474272.0
EVI,EVI Industries Inc,274893856.0
ESTE,Earthstone Energy Inc Class A,695196288.0
ELYM,Eliem Therapeutics Inc,212699952.0
BLFY,Blue Foundry Bancorp,408156992.0
STGW,Stagwell Inc Class A,880711552.0
PRTH,Priority Technology Holdings Inc,464408736.0
THRN,Thorne Healthtech Inc,269031936.0
RENT,Rent the Runway Inc Class A,364980160.0
HNI,HNI Corp,1839077888.0
LTRPA,Liberty Tripadvisor Holdings Inc Series A,206454832.0
MPX,Marine Products Corp,414363680.0
HUBG,Hub Group Inc Class A,2740642048.0
VMD,Viemed Healthcare Inc,167159728.0
XOMA,XOMA Corp,223283088.0
VINC,Vincerx Pharma Inc,131592088.0
ICFI,ICF International Inc,1700655488.0
WEAV,Weave Communications Inc,664240576.0
HRTG,Heritage Insurance Holdings Inc,156686720.0
AMOT,Allied Motion Technologies Inc,519599904.0
MDVL,MedAvail Holdings Inc,42045696.0
AFIB,Acutus Medical Inc,60098736.0
ISO,IsoPlexis Corp,233339840.0
MNMD,Mind Medicine (MindMed) Inc,509096608.0
MBII,Marrone Bio Innovations Inc,107267080.0
MRTN,Marten Transport Ltd,1386803584.0
HOFT,Hooker Furnishings Corp,253229648.0
XLO,Xilio Therapeutics Inc,366709824.0
MMAT,Meta Materials Inc,503455392.0
HLLY,Holley Inc,1381565568.0
LVLU,Lulu's Fashion Lounge Holdings Inc,403037344.0
KRT,Karat Packaging Inc,346489504.0
VTYX,Ventyx Biosciences Inc,602552064.0
VERA,Vera Therapeutics Inc Class A,407253248.0
KLDO,Kaleido Biosciences Inc,66873212.0
KALA,Kala Pharmaceuticals Inc,45745412.0
KIND,Nextdoor Holdings Inc Class A,2726661120.0
VALU,Value Line Inc,556518976.0
APYX,Apyx Medical Corp,344468320.0
GWRS,Global Water Resources Inc,340417472.0
INFU,InfuSystem Holdings Inc,218057680.0
AIRS,Airsculpt Technologies Inc,749473536.0
EGAN,eGain Corp,387331616.0
VIA,Via Renewables Inc Class A,177525360.0
ANGN,Angion Biomedica Corp,64106912.0
IRMD,IRadimed Corp,603514048.0
NATH,Nathan's Famous Inc,226950528.0
AEHR,Aehr Test Systems,346835744.0
STRA,Strategic Education Inc,1320554880.0
SMRT,SmartRent Inc Class A,1688555392.0
SMSI,Smith Micro Software Inc,218261600.0
LEU,Centrus Energy Corp Class A,598118144.0
ABGI,ABG Acquisition I Corp Class A,188299520.0
SONX,Sonendo Inc,137727872.0
SGTX,Sigilon Therapeutics Inc,52017972.0
SIMO,Silicon Motion Technology Corp ADR,2617294592.0
AZZ,AZZ Inc,1194288000.0
CCJ,Cameco Corp,8663512064.0
VIGL,Vigil Neuroscience Inc,
TUP,Tupperware Brands Corp,860780352.0
AMLX,Amylyx Pharmaceuticals Inc,
SEAT,Vivid Seats Inc Class A,787951616.0
APEI,American Public Education Inc,323669152.0
BBSI,Barrett Business Services Inc,448343936.0
UNF,UniFirst Corp,3388854528.0
LFG,Archaea Energy Inc Class A,1849285248.0
ASTE,Astec Industries Inc,1235212544.0
VAXX,Vaxxinity Inc Class A,737316736.0
AVNW,Aviat Networks Inc,316998368.0
ALV,Autoliv Inc,8636723200.0
TRC,Tejon Ranch Co,435987808.0
MNRL,Brigham Minerals Inc Class A,1065650944.0
TCRX,TScan Therapeutics Inc,123593592.0
SST,System1 Inc Class A,
THR,Thermon Group Holdings Inc,568477696.0
ALPP,Alpine 4 Holdings Inc Class A,323970080.0
HGTY,Hagerty Inc Class A,4473704448.0
MUX,McEwen Mining Inc,392650784.0
HLMN,Hillman Solutions Corp,1846251776.0
MRBK,Meridian Corp,221895904.0
GENC,Gencor Industries Inc,153319536.0
NCLH,Norwegian Cruise Line Holdings Ltd,8792252416.0
NEXT,NextDecade Corp,260042992.0
GOGL,Golden Ocean Group Ltd,2242878720.0
LL,LL Flooring Holdings Inc,418870080.0
LEN,Lennar Corp Class A,26525112320.0
KLR,Kaleyra Inc,342215776.0
MVBF,MVB Financial Corp,465799520.0
MSM,MSC Industrial Direct Co Inc Class A,4426434048.0
MGEE,MGE Energy Inc,2616060160.0
LICY,Li-Cycle Holdings Corp,1189582208.0
INSW,International Seaways Inc,799745472.0
IPI,Intrepid Potash Inc,581951808.0
LAUR,Laureate Education Inc,2263088128.0
III,Information Services Group Inc,349810016.0
LWLG,Lightwave Logic Inc,718284608.0
SJW,SJW Group,1919315968.0
SEMR,SEMrush Holdings Inc Class A,2425981440.0
RWAY,Runway Growth Finance Corp,549120576.0
CRTO,Criteo SA ADR,1902429696.0
COMP,Compass Inc Class A,3328352256.0
RGF,Real Good Food Company Inc Class A,37574572.0
RGP,Resources Connection Inc,534605760.0
DXPE,DXP Enterprises Inc,498765952.0
SHPW,Shapeways Holdings Inc,163242176.0
SEB,Seaboard Corp,4406494720.0
CIDM,Cinedigm Corp Class A,138148096.0
FREY,FREYR Battery SA,1064539904.0
PNM,PNM Resources Inc,3803344384.0
PLXP,PLx Pharma Inc,159990544.0
EPM,Evolution Petroleum Corp,234076640.0
OPAD,Offerpad Solutions Inc Class A,939079296.0
RLGT,Radiant Logistics Inc,324209600.0
QMCO,Quantum Corp,166376000.0
PIRS,Pieris Pharmaceuticals Inc,237084640.0
PHVS,Pharvaris NV,599627648.0
EVC,Entravision Communications Corp Class A,533915008.0
ENOB,Enochian Biosciences Inc,391647744.0
ELEV,Elevation Oncology Inc,87792768.0
CPSI,Computer Programs and Systems Inc,410155200.0
SHOP,Shopify Inc Class A,106648190976.0
AMWD,American Woodmark Corp,882993984.0
NX,Quanex Building Products Corp,738105600.0
ETD,Ethan Allen Interiors Inc,632763008.0
ASR,Grupo Aeroportuario del Sureste SAB de CV ADR Series B,6580269568.0
ETRN,Equitrans Midstream Corp,3226457344.0
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR Series B,2819104000.0
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP ADR,4675208704.0
CIG,Companhia Energetica de Minas Gerais CEMIG ADR,4609424896.0
NWN,Northwest Natural Holding Co,1432953984.0
CP,Canadian Pacific Railway Ltd,66991140864.0
UTL,Unitil Corp,769419392.0
NWPX,Northwest Pipe Co,285950400.0
PKX,Posco Holdings Inc ADR,17823418368.0
RAIN,Rain Therapeutics Inc,191354240.0
POWL,Powell Industries Inc,268249680.0
ZIM,ZIM Integrated Shipping Services Ltd,8149367296.0
SHLX,Shell Midstream Partners Units,5360542720.0
BIPC,Brookfield Infrastructure Corp Class A,4939159040.0
CIAN,Cian PLC ADR,586169984.0
DNOW,NOW Inc,1028198720.0
APOG,Apogee Enterprises Inc,1145888512.0
INDT,Indus Realty Trust Inc,782380608.0
MSB,Mesabi Trust,291920000.0
MRC,MRC Global Inc,633223872.0
LBTYK,Liberty Global PLC Class C,15030390784.0
ECVT,Ecovyst Inc,1366488192.0
SENEB,Seneca Foods Corp Class B,416585248.0
PCYG,Park City Group Inc,159459792.0
RNDB,Randolph Bancorp Inc,113022208.0
PFTA,Portage Fintech Acquisition Corp Class A,313203552.0
REVE,Alpine Acquisition Corp,136564512.0
ASGI,Aberdeen Standard Global Infrastructure Income Fd,60506872.0
BBN,BlackRock Taxable Municipal Bond Trust,1307433344.0
CPSH,CPS Technologies Corp,46065104.0
EDF,Virtus Stone Harbor Emerging Markets Income Fund,109485352.0
AVACU,Avalon Acquisition Units,
UBCP,United Bancorp Inc,100701496.0
USAK,USA Truck Inc,225559408.0
ARTAU,Artisan Acquisition Units,
AAIN,Arlington Asset Investment 6 000 Senior Notes Due 2026,
LHX,L3harris Technologies Inc,43134177280.0
HFRO,Highland Income Fund,823505984.0
GBAB,Guggenheim Taxable Muni Bd & Inv Grade Dbt Trust,416896416.0
GBR,New Concept Energy Inc,13137741.0
DWSN,Dawson Geophysical Co,55563164.0
NVSAU,New Vista Acquisition Units,
EFSCP,Enterprise Finl Svcs DRC Rep Non Cum Perp Pfd Series A,
MACK,Merrimack Pharmaceuticals Inc,80997608.0
MCD,McDonald's Corp,189344415744.0
MLP,Maui Land & Pineapple Company Inc,197682432.0
MMYT,MakeMyTrip Ltd,2756572416.0
OZON,Ozon Holdings PLC ADR,4159679744.0
HHR,HeadHunter Group PLC ADR,2134801152.0
JOBS,51job Inc ADR,3206638848.0
SY,So-Young International Inc ADR,258994320.0
RERE,ATRenew Inc ADR Class A,1102043264.0
YMM,Full Truck Alliance Co Ltd ADR Class A,9240583168.0
PHAS,PhaseBio Pharmaceuticals Inc,71173200.0
LHDX,Lucira Health Inc,172195984.0
VACC,Vaccitech PLC ADR,333445152.0
TLIS,Talis Biomedical Corp,53365856.0
ASMB,Assembly Biosciences Inc,74664248.0
IFRX,InflaRx NV,140070576.0
EVAX,Evaxion Biotech A/S ADR,75209872.0
ESSA,ESSA Bancorp Inc,188834400.0
ENZ,Enzo Biochem Inc,161895808.0
PMO,Putnam Municipal Opportunities Trust,417035616.0
RKDA,Arcadia Biosciences Inc,22177544.0
ESSC,East Stone Acquisition Corp,73760480.0
WPM,Wheaton Precious Metals Corp,19133964288.0
FNV,Franco-Nevada Corp,27392153600.0
QSR,Restaurant Brands International Inc,18020433920.0
KB,KB Financial Group Inc ADR,20944252928.0
AYLA,Ayala Pharmaceuticals Inc,73439032.0
ACER,Acer Therapeutics Inc,35059992.0
AEM,Agnico Eagle Mines Ltd,23828678656.0
MEOAU,Minority Equality Opportunities Acquisition Units,
TCS,Container Store Group Inc,444672736.0
TS,Tenaris SA ADR,15425343488.0
RAND,Rand Capital Corp,37566748.0
TOPS,Top Ships Inc,40230320.0
SBSW,Sibanye Stillwater Ltd ADR,11524000768.0
SGA,Saga Communications Inc Class A,133302896.0
ASAI,Sendas Distribuidora SA ADR,3188973824.0
TRQ,Turquoise Hill Resources Ltd,4115174144.0
INT,World Fuel Services Corp,1872153856.0
SLI,Standard Lithium Ltd,954225984.0
CDXC,Chromadex Corp,177557904.0
SID,Companhia Siderurgica Nacional ADR,7254229504.0
ZNH,China Southern Airlines Co Ltd ADR Class H,18590838784.0
EVA,Enviva Inc,4287469056.0
NETI,Eneti Inc,275630880.0
BBQ,BBQ Holdings Inc,165821008.0
CX,Cemex SAB de CV ADR,7968388608.0
HTOO,Fusion Fuel Green PLC Class A,77823536.0
MNSO,MINISO Group Holding Ltd ADR Class A,2883148800.0
LTRY,Lottery.com Inc,186911664.0
LYTS,LSI Industries Inc,188441408.0
LGO,Largo Inc,606482624.0
OHPA,Orion Acquisition Corp Class A,502492512.0
MPLN,Multiplan Corp Class A,2610548736.0
ICAD,ICAD Inc,131322160.0
IGIC,International General Insurance Holdings Ltd,390594336.0
SRLP,Sprague Resources Common Units,441788992.0
CAPL,CrossAmerica Partners Common Units,784737088.0
DJCO,Daily Journal Corp,433997344.0
HMTV,Hemisphere Media Group Inc Class A,260151952.0
MVST,Microvast Holdings Inc,1923340672.0
LEV,Lion Electric Co,1606688512.0
SEV,Sono Group NV,434627936.0
WBX,Wallbox NV Class A,2290902016.0
TMC,TMC the metals company Inc,344646272.0
FFIE,Faraday Future Intelligent Electric Inc,1378534272.0
NMG,Nouveau Monde Graphite Inc,391315200.0
WMC,Western Asset Mortgage Capital Corp,116851008.0
MITT,AG Mortgage Investment Trust Inc,221489168.0
IMO,Imperial Oil Ltd,30725136384.0
NVGS,Navigator Holdings Ltd,736312448.0
SSRM,SSR Mining Inc,3821070848.0
AGI,Alamos Gold Inc Class A,2857410304.0
AG,First Majestic Silver Corp,2907414016.0
BTG,B2Gold Corp,4232876288.0
OR,Osisko Gold Royalties Ltd,2069073024.0
SAND,Sandstorm Gold Ltd,1253886080.0
TX,Ternium SA ADR,8347016192.0
ERF,Enerplus Corp,3024300032.0
CRESY,Cresud SACIF y A ADR,656327488.0
BODY,Beachbody Company Inc Class A,680829632.0
FSM,Fortuna Silver Mines Inc,1067391424.0
DMAQR,Deep Medicine Acquisition Rights,
PSLV,Sprott Physical Silver Trust USD,3520696320.0
PHYS,Sprott Physical Gold Trust,5037385216.0
ELVT,Elevate Credit Inc,124089416.0
GTEC,Greenland Technologies Holding Corp,56420912.0
PUMP,ProPetro Holding Corp,1288002688.0
VTOL,Bristow Group Inc,858119360.0
XERS,Xeris Biopharma Holdings Inc,300548704.0
SLHGP,Skylight Health Group Skylight Health Group 9.25 Cumulative Redeemable,
AVDL,Avadel Pharmaceuticals PLC ADR,396271904.0
DRUG,Bright Minds Biosciences Inc,28676642.0
AQST,Aquestive Therapeutics Inc,99606720.0
HROWL,Harrow Health 8.625% Senior Notes due 2026,
GBNH,Greenbrook TMS Inc,65332976.0
CRVS,Corvus Pharmaceuticals Inc,88442152.0
EYPT,EyePoint Pharmaceuticals Inc,330858144.0
ENVB,Enveric Biosciences Inc,10431908.0
UVE,Universal Insurance Holdings Inc,388348288.0
HT,Hersha Hospitality Trust Class A,369993664.0
AHT,Ashford Hospitality Trust Inc,278292224.0
BHR,Braemar Hotels & Resorts Inc,370892256.0
BRG,Bluerock Residential Growth REIT Inc Class A,726456320.0
PSTL,Postal Realty Trust Inc Class A,320233440.0
BRT,BRT Apartments Corp,403936256.0
WSR,Whitestone REIT,551540096.0
PINE,Alpine Income Property Trust Inc,213176480.0
AFB,AllianceBernstein National Municipal Income Fund,378282880.0
CSTR,CapStar Financial Holdings Inc,468832032.0
CBNK,Capital Bancorp Inc,343242912.0
INBK,First Internet Bancorp,489258560.0
CCBG,Capital City Bank Group Inc,464828384.0
SPFI,South Plains Financial Inc,504501728.0
HBCP,Home Bancorp Inc,339747520.0
AMNB,American National Bankshares Inc,413686528.0
CCNEP,CNB FINL Depositary Shs REP 1 40 Prf Series A,
SHBI,Shore Bancshares Inc,389183968.0
FNLC,First Bancorp Inc,340445440.0
NRIM,Northrim BanCorp Inc,263875712.0
EQBK,Equity Bancshares Inc Class A,542602240.0
ESQ,Esquire Financial Holdings Inc,270032128.0
MPB,Mid Penn Bancorp Inc,456757280.0
MCBC,Macatawa Bank Corp,314888064.0
OSBC,Old Second Bancorp Inc,667066752.0
CZNC,Citizens & Northern Corp,394562528.0
CIVB,Civista Bancshares Inc,366659296.0
PVBC,Provident Bancorp Inc (Maryland),305876000.0
FRST,Primis Financial Corp,354857216.0
PCB,PCB Bancorp,354714240.0
INTZ,Intrusion Inc,66715148.0
SPI,SPI Energy Co Ltd,77077816.0
GWH,Ess Tech Inc,687211008.0
ACHR,Archer Aviation Inc Class A,678766656.0
LILM,Lilium NV Class A,1230196352.0
CO,Global Cord Blood Corp,509298688.0
OCAX,OCA Acquisition Corp Class A,187248752.0
MARK,Remark Holdings Inc,91624160.0
BSGAU,Blue Safari Group Acquisition Units,
BGRY,Berkshire Grey Inc Class A,721210880.0
ACAH,Atlantic Coastal Acquisition Corp Class A,419606240.0
EXAI,Exscientia PLC ADR,2394517248.0
KSS,Kohls Corp,8080905216.0
NVTS,Navitas Semiconductor Corp,1283300608.0
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,217257104.0
PFSW,PFSweb Inc,238431136.0
GLOP,Gaslog Partners Units,207417584.0
NVAC,Northview Acquisition Corp,
NWFL,Norwood Financial Corp,233027968.0
NATR,Natures Sunshine Products Inc,348379360.0
TRCA,Twin Ridge Capital Acquisition Corp Class A,258369200.0
STRS,Stratus Properties Inc,308205600.0
SRI,Stoneridge Inc,392185760.0
TELL,Tellurian Inc,1197512448.0
TK,Teekay Corp,320840032.0
WPRT,Westport Fuel Systems Inc,273270400.0
IHRT,iHeartMedia Inc Class A,2905727744.0
PLBC,Plumas Bancorp,226785408.0
OXLCM,Oxford Lane Cap 6 75 Pref Shs Series 2024,470892704.0
CNXN,PC Connection Inc,1271680128.0
SLCRU,Silver Crest Acquisition Units,
SAR,Saratoga Investment Corp,305713120.0
DMLP,Dorchester Minerals Units,852499584.0
DGICB,Donegal Group Inc Class B,416053088.0
DTW,Dte Energy Company Series E 5 25 Junior Subordinated Debentures due 2077,4411298304.0
ECCC,Eagle Point Credit Company 6 50 Term Pref Shs Series C,
CDRO,Codere Online Luxembourg SA,234634384.0
CBAN,Colony Bankcorp Inc,248733712.0
CULL,Cullman Bancorp  Inc.,88574448.0
CONN,Conn's Inc,667665536.0
CWBC,Community West Bancshares,119334232.0
CPSS,Consumer Portfolio Services Inc,226751936.0
EBF,Ennis Inc,485076256.0
AZEK,Azek Company Inc Class A,4568842240.0
BBLN,Babylon Holdings Ltd Class A,2012584448.0
BWSN,Babcock And Wilcox Enterprises 8 125 Senior Notes due 2026,
T,AT&T Inc,171741052928.0
AOD,Aberdeen Total Dynamic Dividend Fund,1014246208.0
ALSA,Alpha Star Acquisition Corp,
AMST,Amesite Inc,15612045.0
CHMG,Chemung Financial Corp,215247296.0
BBI,Brickell Biotech Inc,26000848.0
BUR,Burford Capital Ltd,2065641600.0
CEIX,CONSOL Energy Inc,1088539904.0
CMCL,Caledonia Mining Corporation PLC,154163504.0
HOFV,Hall of Fame Resort & Entertainment Co,104034832.0
HWKN,Hawkins Inc,850208448.0
LMST,Limestone Bancorp Inc,145202016.0
LOMA,Loma Negra Compania Industrial Argentina SA ADR,1513692928.0
KFS,Kingsway Financial Services Inc,124882024.0
KWAC,Kingswood Acquisition Corp Class A,147396224.0
FTHY,First Trust High Yield Opportunities 2027 Term Closed End Fd,664373376.0
FPF,First Trust Intermediate Duration Preferred & Inc,1294923392.0
FKWL,Franklin Wireless Corp,46493144.0
GIA,Gigcapital5 Inc,293677280.0
GROY,Gold Royalty Corp,566515456.0
MYNA,Mynaric AG ADR,218232048.0
MNTS,Momentus Inc Class A,221564112.0
RDW,Redwire Corp,331716832.0
ASTS,AST SpaceMobile Inc Class A,306758304.0
SATS,EchoStar Corp Class A,2205267456.0
NP,Neenah Inc,790857216.0
DXCM,Dexcom Inc,39447252992.0
EGLE,Eagle Bulk Shipping Inc,699664704.0
TNK,Teekay Tankers Ltd Class A,376741760.0
SFL,SFL Corporation Ltd,1199851648.0
SB,Safe Bulkers Inc,534003968.0
SBBA,Scorpio Tankers 7.00% Senior Notes Due 2025,
CMRE,Costamare Inc,1728744320.0
EURN,Euronav NV,2012746368.0
FLNG,FLEX LNG Ltd,1163560064.0
NMM,Navios Maritime Partners Units,938525888.0
KNOP,KNOT Offshore Partners Common Units,506424096.0
GRIN,Grindrod Shipping Holdings Ltd,376284064.0
GSL,Global Ship Lease Inc Class A,944896320.0
FRO,Frontline Ltd,1530553216.0
EDUC,Educational Development Corp,62757016.0
PUCK,Goal Acquisitions Corp,322326880.0
CATO,Cato Corp Class A,366494336.0
VRA,Vera Bradley Inc,261409056.0
KELYB,Kelly Services Inc Class B,846743104.0
PRDO,Perdoceo Education Corp,721385664.0
SPTN,SpartanNash Co,971577152.0
KOP,Koppers Holdings Inc,615965120.0
LYLT,Loyalty Ventures Inc,595699392.0
VRTV,Veritiv Corp,1387346944.0
FF,FutureFuel Corp,325598208.0
ZEUS,Olympic Steel Inc,251343936.0
MPAA,Motorcar Parts of America Inc,311114528.0
FRGI,Fiesta Restaurant Group Inc,252864032.0
NESR,National Energy Services Reunited Corp,878894720.0
NR,Newpark Resources Inc,339507232.0
USX,US Xpress Enterprises Inc Class A,180235024.0
MESA,Mesa Air Group Inc,161838000.0
WTTR,Select Energy Services Inc Class A,793732864.0
LAKE,Lakeland Industries Inc,150920704.0
VOXX,VOXX International Corp Class A,291043552.0
VSEC,VSE Corp,598349120.0
NTB,Bank of N T Butterfield & Son Ltd,1877045632.0
ORRF,Orrstown Financial Services Inc,275119552.0
SD,SandRidge Energy Inc,440460768.0
BRBS,Blue Ridge Bankshares Inc,317671296.0
TIPT,Tiptree Inc,423414752.0
VLGEA,Village Super Market Inc Class A,327245248.0
SMMF,Summit Financial Group Inc,352774080.0
GRNA,Greenlight Biosciences Holdings PBC,
HBT,HBT Financial Inc,543907712.0
HOVNP,Hovnanian Enterprises 1000 Depositary Shares Representing 1 7.625% Pref Shs,3169842688.0
FLXS,Flexsteel Industries Inc,158792624.0
KVHI,KVH Industries Inc,156673536.0
AMR,Alpha Metallurgical Resources Inc,1562009984.0
MG,Mistras Group Inc,195897040.0
BVH,Bluegreen Vacations Holding Corp Class A,611676480.0
TDW,Tidewater Inc,587817216.0
ATRO,Astronics Corp,418720544.0
PLPC,Preformed Line Products Co,278806592.0
OCN,Ocwen Financial Corp,323406368.0
ODC,Oil-Dri Corporation of America,231555136.0
SBOW,SilverBow Resources Inc,389330592.0
PFIS,Peoples Financial Services Corp,344792640.0
LCUT,Lifetime Brands Inc,298566816.0
MEC,Mayville Engineering Company Inc,215198448.0
FRBK,Republic First Bancorp Inc,309760544.0
BHB,Bar Harbor Bankshares,440462048.0
NODK,NI Holdings Inc,371789824.0
UTI,Universal Technical Institute Inc,296806688.0
UNTY,Unity Bancorp Inc,305321504.0
LINC,Lincoln Educational Services Corp,190894960.0
UIHC,United Insurance Holdings Corp,152948528.0
EGY,VAALCO Energy Inc,324723808.0
NLSP,NLS Pharmaceutics AG,15338439.0
ONCT,Oncternal Therapeutics Inc,94405952.0
HBP,Huttig Building Products Inc,258889360.0
PCSB,PCSB Financial Corp,290575584.0
IVC,Invacare Corp,72140576.0
BELFB,Bel Fuse Inc Class B,153878720.0
ACTG,Acacia Research Corp,210765568.0
CIX,CompX International Inc Class A,272313376.0
BBCP,Concrete Pumping Holdings Inc,428415840.0
ASLE,AerSale Corp,666673216.0
ARTNA,Artesian Resources Corp Class A,434485344.0
CVCY,Central Valley Community Bancorp,276922816.0
SBT,Sterling Bancorp Inc,301685632.0
BCBP,BCB Bancorp Inc,311535424.0
SMFG,Sumitomo Mitsui Financial Group Inc ADR,51405524992.0
SYNL,Synalloy Corp,174913824.0
MBNKP,Medallion Bank Fixed to Floating Rate Non Cumulative Perpetual Pref Shs Series F,
TTSH,Tile Shop Holdings Inc,342476384.0
LSEA,Landsea Homes Corp,310083360.0
ASC,Ardmore Shipping Corp,128864624.0
LFVN,LifeVantage Corp,68335424.0
TBNK,Territorial Bancorp Inc,233567696.0
PKBK,Parke Bancorp Inc,283674304.0
CBFV,CB Financial Services Inc,138199360.0
PBFS,Pioneer Bancorp Inc,290430688.0
OESX,Orion Energy Systems Inc,96635472.0
CTXR,Citius Pharmaceuticals Inc,224886192.0
CVEO,Civeo Corp,323479552.0
RVSB,Riverview Bancorp Inc,171776432.0
SPOK,Spok Holdings Inc,191502160.0
NC,NACCO Industries Inc Class A,218370176.0
MULN,Mullen Automotive Inc,25020026.0
BSVN,Bank7 Corp,212906224.0
BFIN,BankFinancial Corp,142900336.0
BWFG,Bankwell Financial Group Inc,269557728.0
DHX,DHI Group Inc,277435744.0
DLHC,DLH Holdings Corp,203555952.0
APRN,Blue Apron Holdings Inc Class A,186900320.0
CVLY,Codorus Valley Bancorp Inc,210333488.0
HNRG,Hallador Energy Co,88470416.0
FRAF,Franklin Financial Services Corp,147639920.0
UBFO,United Security Bancshares,143907136.0
HWBK,Hawthorn Bancshares Inc,168732992.0
FUNC,First United Corp,157176080.0
