Symbol,Name,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_24,Cluster_25,Cluster_26,Cluster_27,Cluster_28,Cluster_29,Cluster_30,Cluster_31,Cluster_32,Cluster_33,Cluster_34,Cluster_35,Cluster_36,Cluster_37,Cluster_38,Cluster_39,Cluster_40,Cluster_41,Cluster_42,Cluster_43,Cluster_44
BSAC,Banco Santander-Chile ADR,2,0,0,5,6,7,7,7,7,7,7,7,7,7,10,7,7,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
AIZ,Assurant Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,28,28,28,28,28,28,28,21,28,28,28,21,28,28,21
SQM,Sociedad Quimica y Minera de Chile SA ADR,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Y,Alleghany Corp,2,0,2,2,2,6,6,9,9,9,9,9,9,9,9,9,9,19,8,12,12,12,8,8,8,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
KNX,Knight-Swift Transportation Holdings Inc Class A,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,0,7,7,7,7,7,7,7,7,5,7,7,7,7,7,5,35,35,11,11,5,35,35,35,35
HESM,Hess Midstream LP Class A,2,3,3,0,0,0,4,4,5,5,5,13,13,13,13,13,13,13,20,20,20,20,20,20,20,23,12,29,29,29,29,29,29,29,29,29,29,39,29,29,29,29
JEF,Jefferies Financial Group Inc,0,3,3,3,3,4,8,4,8,0,4,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,5,11,11,31,31,31,31,31,31,31,31,11,11,11,11,11
WF,Woori Financial Group Inc ADR,2,0,0,5,6,7,7,7,7,10,10,5,5,15,5,7,7,10,6,6,6,22,22,22,26,26,26,26,17,17,22,22,22,17,17,17,17,17,17,17,17,17
BHC,Bausch Health Companies Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DXC,DXC Technology Co,1,0,0,5,6,7,7,7,7,10,10,10,10,15,10,7,7,10,9,9,22,9,9,22,26,26,26,26,9,9,22,22,22,22,22,22,22,22,22,22,22,22
OC,Owens Corning,0,3,3,3,3,4,8,4,8,0,0,4,14,14,0,0,14,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,7,7,11,35,7,7
NCLH,Norwegian Cruise Line Holdings Ltd,1,0,0,5,6,3,3,3,3,10,10,10,10,10,10,10,10,10,17,17,17,17,24,24,24,24,24,24,24,24,32,32,32,32,32,32,32,32,32,32,32,32
CCJ,Cameco Corp,0,3,3,3,3,4,8,4,8,8,4,4,4,4,4,4,4,4,11,5,5,5,11,5,5,5,5,5,5,31,31,31,31,31,31,31,31,31,31,31,31,31
BHVN,Biohaven Pharmaceutical Holding Company Ltd,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
ST,Sensata Technologies Holding PLC,2,3,3,3,0,0,0,4,0,0,0,0,14,14,0,14,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
RH,RH,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,35,35,35,36,36,36,15
THC,Tenet Healthcare Corp,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
JBL,Jabil Inc,0,2,4,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
RL,Ralph Lauren Corp Class A,2,0,2,2,2,0,0,9,0,0,9,0,0,0,16,16,0,9,19,19,19,12,19,19,19,19,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
ALV,Autoliv Inc,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
EQT,EQT Corp,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TPL,Texas Pacific Land Corp,0,2,4,3,3,4,8,8,8,8,8,8,9,8,9,17,0,17,7,7,7,7,12,12,12,12,28,28,28,28,28,28,28,28,35,28,28,28,35,28,28,28
AU,AngloGold Ashanti Ltd ADR,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33
CX,Cemex SAB de CV ADR,1,1,0,0,5,5,5,0,5,5,5,13,13,13,5,5,5,5,4,4,4,4,4,4,4,4,4,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30
PEN,Penumbra Inc,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,2,21,21,21,21,21,21,2,21,21,21,21,21,21,21,21,21
ARW,Arrow Electronics Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11
G,Genpact Ltd,0,2,4,4,4,2,2,8,6,8,8,8,8,8,8,8,8,8,2,2,2,2,2,21,21,2,21,28,28,28,28,28,28,28,21,21,28,28,21,21,21,21
USFD,US Foods Holding Corp,2,0,2,2,2,6,6,9,9,9,9,9,9,9,9,16,0,16,12,12,12,12,12,8,8,27,8,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8
BERY,Berry Global Group Inc,0,3,3,3,3,0,0,4,0,0,0,4,14,14,0,0,14,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
WMS,Advanced Drainage Systems Inc,0,2,4,3,3,4,8,8,8,8,8,8,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
DECK,Deckers Outdoor Corp,0,2,4,4,4,2,2,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
STOR,STORE Capital Corp,0,2,2,2,2,6,6,9,9,9,9,9,9,9,9,17,17,17,12,12,12,12,12,8,8,27,27,8,8,8,27,8,8,8,8,8,8,8,8,27,27,27
TX,Ternium SA ADR,2,3,3,3,0,0,0,0,0,0,0,0,14,14,0,14,14,0,0,11,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
CHH,Choice Hotels International Inc,0,2,4,3,3,4,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,5,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
OLN,Olin Corp,2,3,3,3,0,0,0,4,0,0,0,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,7,11,11,31,31,31,31,31,31,31,31,31,31,31,29,29
KSS,Kohls Corp,2,0,2,2,6,7,7,7,7,3,3,7,0,7,16,3,3,3,6,6,6,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,38,38,38,38,38,38
SF,Stifel Financial Corp,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,5,5,11,11,11
PFGC,Performance Food Group Co,0,2,4,4,2,6,6,9,9,9,9,9,9,9,9,17,17,17,12,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
UGI,UGI Corp,2,0,0,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,17,17,24,24,24,24,17,17,17,17,17,17,17,17,17,17,17,17,17,17
ORI,Old Republic International Corp,2,3,3,2,0,0,0,9,0,0,0,0,0,0,16,16,0,16,0,12,12,12,12,23,23,6,23,12,12,12,12,12,12,12,12,23,12,23,23,23,23,23
HUN,Huntsman Corp,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
PLNT,Planet Fitness Inc Class A,0,2,4,4,4,6,6,6,6,6,8,9,9,9,9,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
WU,Western Union Co,0,2,4,4,4,6,2,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
VNO,Vornado Realty Trust,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,10,10,15,13,13,13,13,13,13,13,13,13,13,13,13,32,32,13,13,13,13,13,13,13,13,13,13
BFAM,Bright Horizons Family Solutions Inc,0,2,4,4,2,6,6,6,9,9,6,6,6,6,6,17,17,17,8,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
GWRE,Guidewire Software Inc,0,2,4,4,4,6,2,6,6,6,6,6,6,6,6,6,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
KRC,Kilroy Realty Corp,2,0,0,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
CAE,CAE Inc,0,2,4,4,2,6,6,9,9,9,9,9,9,9,9,17,0,17,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
EGP,Eastgroup Properties Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,28,28,28,28,28,28,28,21,21,21,21,21,21,21,21
COTY,Coty Inc Class A,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
BYD,Boyd Gaming Corp,0,3,3,3,3,4,8,8,8,8,4,4,4,14,4,4,4,4,7,7,7,7,7,5,5,7,5,7,5,7,7,7,11,35,11,11,11,11,11,11,11,11
VOYA,Voya Financial Inc,0,2,4,4,4,6,8,8,8,8,8,9,9,9,9,17,0,17,12,2,2,2,12,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
SMG,Scotts Miracle-Gro Co,0,2,4,4,4,2,2,2,6,6,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,16,16,16,36,36,36,15
PNW,Pinnacle West Capital Corp,2,0,2,2,2,6,6,9,9,9,3,3,3,3,3,9,9,19,8,8,8,8,8,24,24,27,27,27,27,27,27,27,27,27,27,27,27,27,27,41,41,41
SITE,SiteOne Landscape Supply Inc,0,2,4,4,3,2,8,8,8,8,8,8,8,8,4,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
DLB,Dolby Laboratories Inc Class A,0,2,4,4,4,2,2,8,6,8,8,8,8,8,8,8,8,8,7,7,7,7,21,21,21,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,35
TPX,Tempur Sealy International Inc,0,2,4,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
FAF,First American Financial Corp,0,2,4,3,3,6,8,8,8,8,9,9,9,9,9,17,0,17,12,12,12,12,12,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
PSTG,Pure Storage Inc Class A,0,3,3,3,3,4,8,9,8,0,9,9,9,14,9,17,0,0,7,7,7,7,12,7,7,7,28,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
WEX,WEX Inc,0,2,2,2,2,6,6,9,9,9,9,9,9,9,9,9,9,9,19,19,19,19,19,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,43
OSK,Oshkosh Corp,0,2,3,3,3,4,8,8,8,8,4,4,4,14,4,17,0,0,7,7,7,7,7,7,7,7,28,7,7,7,7,28,28,35,35,28,28,28,35,35,35,35
SNV,Synovus Financial Corp,2,0,0,0,0,0,0,0,0,5,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,First Industrial Realty Trust Inc,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,28,28,28,28,28,28,28,21,21,28,28,21,21,21,21
XPO,XPO Logistics Inc,0,2,4,3,3,4,8,8,8,8,8,8,8,8,4,17,0,0,7,7,7,7,7,7,7,7,28,7,7,7,7,15,15,35,35,35,35,35,35,35,35,35
PHI,PLDT Inc ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RGA,Reinsurance Group of America Inc,2,0,2,2,6,7,7,3,3,3,3,3,3,3,3,3,3,19,6,6,17,17,24,24,24,24,6,6,6,24,24,24,24,24,24,24,24,24,24,24,24,24
M,Macy's Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,39,39,39
GIL,Gildan Activewear Inc,2,3,3,0,0,0,0,0,0,0,0,0,0,0,16,14,16,14,0,0,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
PAG,Penske Automotive Group Inc,0,3,3,3,3,4,8,4,8,8,4,4,4,4,4,4,4,4,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31,5
BRX,Brixmor Property Group Inc,1,3,3,1,1,1,4,4,4,4,12,13,13,12,13,13,13,13,20,20,20,20,20,20,20,23,12,29,29,29,29,29,29,29,29,29,29,39,29,29,42,42
COLD,Americold Realty Trust,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ATR,Aptargroup Inc,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NNN,National Retail Properties Inc,2,0,2,2,2,6,6,9,9,3,3,3,3,3,3,3,3,19,8,8,17,23,23,23,23,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
BLD,TopBuild Corp,0,2,4,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
ITT,ITT Inc,0,2,4,4,3,4,8,8,8,8,8,8,8,8,8,8,8,8,5,21,21,21,21,12,12,21,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
HST,Host Hotels & Resorts Inc,2,0,0,5,6,3,3,3,3,3,3,5,5,5,5,5,5,3,6,6,6,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
STWD,Starwood Property Trust Inc,2,3,3,0,0,0,0,0,0,3,3,0,0,0,16,16,16,16,10,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
BC,Brunswick Corp,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,5,5,5,5,5,5,5,5
SKX,Skechers USA Inc Class A,0,3,3,3,3,4,8,8,8,8,4,4,4,14,4,4,4,4,5,5,7,7,5,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,35,28,28,35
HII,Huntington Ingalls Industries Inc,2,0,2,2,6,7,7,7,7,7,3,3,7,7,7,16,9,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
OGE,OGE Energy Corp,2,0,2,2,2,6,6,9,9,9,3,3,3,3,3,9,9,19,8,8,8,8,8,8,8,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,41
PII,Polaris Inc,2,3,3,3,0,0,4,4,2,0,0,13,14,13,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,18,18,18,37,37,37,18,18,18,18
HLI,Houlihan Lokey Inc Class A,0,2,4,3,3,4,8,8,8,8,8,8,8,8,4,8,8,8,5,21,21,5,5,21,21,21,21,28,28,28,28,28,28,5,21,21,21,21,21,21,21,21
CHE,Chemed Corp,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
SID,Companhia Siderurgica Nacional ADR,0,2,3,3,3,4,8,2,2,2,2,2,2,2,2,2,2,4,16,16,16,16,16,16,16,16,11,16,16,11,11,11,11,11,16,37,37,37,37,37,37,37
KGC,Kinross Gold Corp,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,2,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,36
ALK,Alaska Air Group Inc,1,1,0,5,5,3,3,5,5,11,5,5,5,5,5,5,5,15,4,4,4,4,17,17,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
VAC,Marriott Vacations Worldwide Corp,0,3,3,3,3,4,8,4,0,0,0,4,14,14,0,0,14,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,7,7
GMED,Globus Medical Inc Class A,0,2,4,4,4,2,8,8,6,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,21,28,28,28,28,28,28,28,35,35,28,28,28,35,35,35,35
ACC,American Campus Communities Inc,2,3,3,0,0,0,4,4,4,4,12,12,12,12,14,14,14,14,10,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
NYT,New York Times Co Class A,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PB,Prosperity Bancshares Inc,2,0,2,2,0,0,0,9,0,0,0,0,0,0,16,16,16,16,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
OHI,Omega Healthcare Investors Inc,2,0,2,2,2,6,6,9,9,9,9,3,3,3,3,9,9,19,8,8,8,8,8,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
AN,AutoNation Inc,0,3,3,3,3,4,8,4,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
PVH,PVH Corp,2,0,0,0,6,7,7,0,7,5,5,5,5,5,5,5,7,5,6,6,6,6,9,9,9,9,0,9,17,17,17,17,17,17,17,17,38,38,38,38,38,38
STAG,STAG Industrial Inc,0,2,4,3,3,4,8,8,8,8,8,8,4,8,4,4,8,8,5,5,5,5,5,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
HTA,Healthcare Trust Of America Inc Class A,2,3,3,0,0,0,4,4,4,4,12,12,12,12,12,12,12,12,10,10,10,10,10,23,10,10,10,10,10,10,10,10,23,10,23,23,23,23,23,23,23,23
NOV,Nov Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,10,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
RNR,Renaissancere Holdings Ltd,0,2,4,4,2,6,6,6,9,9,6,6,6,6,6,6,17,6,8,8,8,8,8,25,25,25,25,25,2,2,2,2,25,2,2,2,2,2,2,2,2,2
BBU,Brookfield Business Partners Units,0,2,2,2,2,6,6,9,9,9,9,9,9,9,9,17,0,17,12,12,12,12,12,12,12,8,8,8,12,12,12,12,12,8,8,8,8,8,8,8,8,8
ATUS,Altice USA Inc Class A,1,1,1,1,1,1,4,1,4,4,12,12,12,12,12,12,12,12,14,14,14,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,40,40
OMF,OneMain Holdings Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,12,28,5,5,5,5,5,11,11,5,28,28,28,5,28,28,5
MTZ,MasTec Inc,0,2,4,3,3,4,8,8,8,8,4,4,4,4,4,4,0,4,7,7,7,7,7,12,12,12,28,28,28,28,28,28,28,35,35,28,28,28,35,35,35,35
VIPS,Vipshop Holdings Ltd ADR,0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,36,36,16,16,40,16
PSO,Pearson PLC ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
POST,Post Holdings Inc,0,2,4,4,2,6,6,9,9,9,9,9,9,9,9,17,17,17,12,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
DCI,Donaldson Company Inc,0,2,4,4,2,6,6,9,9,9,9,9,9,9,9,17,0,17,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,35,8,8,8,35,8,8,35
DCP,DCP Midstream Units,1,0,0,5,6,3,3,3,3,10,5,5,5,5,5,5,5,3,4,4,4,4,17,17,17,17,17,17,17,4,17,17,17,17,17,17,17,17,17,17,17,17
ASR,Grupo Aeroportuario del Sureste SAB de CV ADR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLSN,Nielsen Holdings PLC,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TOL,Toll Brothers Inc,0,3,3,3,3,4,8,4,8,8,4,4,4,14,4,4,4,4,11,5,5,7,7,5,5,5,5,7,5,7,7,7,7,35,11,11,11,11,11,11,11,11
AXTA,Axalta Coating Systems Ltd,2,3,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,10,10,10,4,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0
HOG,Harley-Davidson Inc,1,1,1,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,3,3,3,3,3,4,3,4,4,4,3,30,30,30,30,30,30,30,30,30,30,30,30,30
AYI,Acuity Brands Inc,1,1,1,1,1,1,4,1,5,5,1,13,13,13,13,13,13,13,20,20,20,20,20,20,20,20,12,29,29,29,29,29,29,29,29,29,29,39,39,39,42,42
TIMB,Tim SA ADR,1,0,0,5,6,7,7,7,7,7,7,7,7,15,10,7,7,7,9,9,22,22,22,22,22,22,22,22,22,22,22,22,9,9,9,9,9,9,9,9,9,9
CFX,Colfax Corp,0,3,3,3,0,4,4,4,4,4,12,13,13,13,0,0,14,18,11,11,11,11,11,11,11,11,11,11,11,10,10,11,18,18,18,10,10,29,29,29,29,29
MBT,Mobil'nye Telesistemy PAO ADR,1,1,1,1,5,5,5,5,5,11,11,11,11,15,11,11,11,11,3,3,22,22,22,22,26,26,26,26,26,30,22,22,34,34,34,34,34,34,34,34,34,34
RBA,Ritchie Bros Auctioneers Inc,0,2,4,4,4,2,2,8,6,6,8,8,8,8,8,8,8,8,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,36,36,36,15
AR,Antero Resources Corp,1,1,1,1,5,5,5,5,5,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,4,4,4,3,3,30,30,3,30,30,30,30,39,39,39,30,30
EHC,Encompass Health Corp,0,2,4,4,2,6,6,6,9,9,9,9,9,9,9,17,17,17,2,2,2,2,2,2,2,8,2,2,2,2,8,15,15,15,15,15,15,15,15,15,15,43
SWCH,Switch Inc Class A,0,3,3,3,3,4,4,4,4,4,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,5,31,31,31,31,31,31,31,31,29,29,29,29,31
KT,KT Corp ADR,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,30,4,4,4,30,30,4,4,4,4,30
HFC,HollyFrontier Corp,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
PAC,Grupo Aeroportuario del Pacifico SAB de CV ADR,2,3,3,0,0,0,0,4,0,0,0,0,14,14,14,14,14,14,0,12,0,12,0,23,23,7,7,12,7,7,7,7,7,7,7,23,23,23,23,23,23,23
FSK,FS KKR Capital Corp,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,11,11,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,13,13,13,13,13,13,13,13,13
WCC,Wesco International Inc,0,3,3,3,3,4,8,4,8,8,4,4,14,14,14,14,14,14,11,11,11,11,11,11,11,11,5,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31
KBR,KBR Inc,0,2,4,3,3,4,8,8,8,8,8,8,4,4,4,4,4,8,5,5,5,5,5,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
ADT,ADT Inc,1,1,1,1,1,5,5,5,5,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,4,4,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30
X,United States Steel Corp,2,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EME,EMCOR Group Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,14,4,4,0,4,7,7,7,7,7,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
HGV,Hilton Grand Vacations Inc,2,3,3,0,0,0,0,0,0,0,0,0,14,14,14,14,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,7,7,0,0,0,0,7,7,7
TV,Grupo Televisa SAB ADR,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PRI,Primerica Inc,0,2,4,4,4,6,6,8,6,9,9,9,9,9,9,17,17,17,12,2,2,2,2,2,2,8,2,8,8,8,8,2,8,8,2,2,2,2,2,8,15,2
GGB,Gerdau SA ADR,0,3,3,3,3,4,8,9,0,0,0,9,9,14,9,17,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
MGP,MGM Growth Properties LLC Class A,0,3,3,3,3,4,8,8,8,8,4,4,4,14,14,14,0,14,12,12,12,5,12,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
CACI,CACI International Inc Class A,0,2,4,4,4,2,2,6,6,6,8,8,8,8,8,8,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
IGT,International Game Technology PLC,2,3,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
